y_true,proba,rank,contact_rate,cum_buyers,gain,random_gain,lift,model,version
1,0.9973014,1,0.00040966816878328555,1,0.002617801047120419,0.00040966816878328555,6.390052356020942,XGBoost,tuned
1,0.9953223,2,0.0008193363375665711,2,0.005235602094240838,0.0008193363375665711,6.390052356020942,XGBoost,tuned
1,0.9952106,3,0.0012290045063498567,3,0.007853403141361256,0.0012290045063498567,6.3900523560209415,XGBoost,tuned
1,0.9935969,4,0.0016386726751331422,4,0.010471204188481676,0.0016386726751331422,6.390052356020942,XGBoost,tuned
1,0.99297196,5,0.0020483408439164277,5,0.013089005235602094,0.0020483408439164277,6.390052356020942,XGBoost,tuned
1,0.9926443,6,0.0024580090126997134,6,0.015706806282722512,0.0024580090126997134,6.3900523560209415,XGBoost,tuned
1,0.9922134,7,0.0028676771814829987,7,0.01832460732984293,0.0028676771814829987,6.390052356020942,XGBoost,tuned
1,0.9917175,8,0.0032773453502662844,8,0.020942408376963352,0.0032773453502662844,6.390052356020942,XGBoost,tuned
1,0.9907039,9,0.0036870135190495697,9,0.02356020942408377,0.0036870135190495697,6.390052356020943,XGBoost,tuned
1,0.9903376,10,0.004096681687832855,10,0.02617801047120419,0.004096681687832855,6.390052356020942,XGBoost,tuned
1,0.98953784,11,0.004506349856616141,11,0.028795811518324606,0.004506349856616141,6.390052356020942,XGBoost,tuned
1,0.9894559,12,0.004916018025399427,12,0.031413612565445025,0.004916018025399427,6.3900523560209415,XGBoost,tuned
1,0.9894448,13,0.005325686194182712,13,0.034031413612565446,0.005325686194182712,6.390052356020942,XGBoost,tuned
1,0.9892692,14,0.005735354362965997,14,0.03664921465968586,0.005735354362965997,6.390052356020942,XGBoost,tuned
1,0.9884769,15,0.0061450225317492835,15,0.03926701570680628,0.0061450225317492835,6.390052356020942,XGBoost,tuned
1,0.98747444,16,0.006554690700532569,16,0.041884816753926704,0.006554690700532569,6.390052356020942,XGBoost,tuned
1,0.98744977,17,0.006964358869315854,17,0.04450261780104712,0.006964358869315854,6.390052356020942,XGBoost,tuned
1,0.9872792,18,0.007374027038099139,18,0.04712041884816754,0.007374027038099139,6.390052356020943,XGBoost,tuned
1,0.98605007,19,0.0077836952068824255,19,0.049738219895287955,0.0077836952068824255,6.3900523560209415,XGBoost,tuned
1,0.98602563,20,0.00819336337566571,20,0.05235602094240838,0.00819336337566571,6.390052356020942,XGBoost,tuned
1,0.9837922,21,0.008603031544448997,21,0.0549738219895288,0.008603031544448997,6.390052356020942,XGBoost,tuned
1,0.983528,22,0.009012699713232281,22,0.05759162303664921,0.009012699713232281,6.390052356020942,XGBoost,tuned
1,0.9834415,23,0.009422367882015567,23,0.060209424083769635,0.009422367882015567,6.390052356020942,XGBoost,tuned
1,0.98319787,24,0.009832036050798854,24,0.06282722513089005,0.009832036050798854,6.3900523560209415,XGBoost,tuned
1,0.98288894,25,0.010241704219582138,25,0.06544502617801047,0.010241704219582138,6.390052356020942,XGBoost,tuned
1,0.98158884,26,0.010651372388365424,26,0.06806282722513089,0.010651372388365424,6.390052356020942,XGBoost,tuned
1,0.9814827,27,0.01106104055714871,27,0.07068062827225131,0.01106104055714871,6.390052356020942,XGBoost,tuned
1,0.9808585,28,0.011470708725931995,28,0.07329842931937172,0.011470708725931995,6.390052356020942,XGBoost,tuned
1,0.9807922,29,0.01188037689471528,29,0.07591623036649214,0.01188037689471528,6.390052356020942,XGBoost,tuned
1,0.98066336,30,0.012290045063498567,30,0.07853403141361257,0.012290045063498567,6.390052356020942,XGBoost,tuned
1,0.98064536,31,0.012699713232281851,31,0.08115183246073299,0.012699713232281851,6.390052356020942,XGBoost,tuned
1,0.98043746,32,0.013109381401065138,32,0.08376963350785341,0.013109381401065138,6.390052356020942,XGBoost,tuned
1,0.9791726,33,0.013519049569848422,33,0.08638743455497382,0.013519049569848422,6.390052356020942,XGBoost,tuned
1,0.97881067,34,0.013928717738631708,34,0.08900523560209424,0.013928717738631708,6.390052356020942,XGBoost,tuned
1,0.97874135,35,0.014338385907414994,35,0.09162303664921466,0.014338385907414994,6.390052356020942,XGBoost,tuned
1,0.97857946,36,0.014748054076198279,36,0.09424083769633508,0.014748054076198279,6.390052356020943,XGBoost,tuned
1,0.9779248,37,0.015157722244981565,37,0.0968586387434555,0.015157722244981565,6.390052356020943,XGBoost,tuned
1,0.9775555,38,0.015567390413764851,38,0.09947643979057591,0.015567390413764851,6.3900523560209415,XGBoost,tuned
0,0.97668195,39,0.015977058582548137,38,0.09947643979057591,0.015977058582548137,6.226204859712713,XGBoost,tuned
1,0.97630465,40,0.01638672675133142,39,0.10209424083769633,0.01638672675133142,6.2303010471204185,XGBoost,tuned
1,0.9760007,41,0.016796394920114706,40,0.10471204188481675,0.016796394920114706,6.234197420508237,XGBoost,tuned
1,0.97571826,42,0.017206063088897994,41,0.10732984293193717,0.017206063088897994,6.237908252306158,XGBoost,tuned
1,0.97567165,43,0.017615731257681278,42,0.1099476439790576,0.017615731257681278,6.24144648727627,XGBoost,tuned
1,0.9743391,44,0.018025399426464563,43,0.112565445026178,0.018025399426464563,6.244823893384103,XGBoost,tuned
1,0.97298276,45,0.01843506759524785,44,0.11518324607329843,0.01843506759524785,6.24805119255381,XGBoost,tuned
1,0.97159576,46,0.018844735764031135,45,0.11780104712041885,0.018844735764031135,6.251138174368313,XGBoost,tuned
1,0.97143453,47,0.01925440393281442,46,0.12041884816753927,0.01925440393281442,6.25409379525454,XGBoost,tuned
1,0.9705185,48,0.019664072101597707,47,0.12303664921465969,0.019664072101597707,6.256926265270506,XGBoost,tuned
1,0.96903235,49,0.02007374027038099,48,0.1256544502617801,0.02007374027038099,6.259643124265413,XGBoost,tuned
1,0.96781296,50,0.020483408439164276,49,0.12827225130890052,0.020483408439164276,6.262251308900524,XGBoost,tuned
1,0.9676693,51,0.020893076607947564,50,0.13089005235602094,0.020893076607947564,6.264757211785237,XGBoost,tuned
1,0.96753883,52,0.021302744776730848,51,0.13350785340314136,0.021302744776730848,6.267166733789771,XGBoost,tuned
1,0.9675057,53,0.021712412945514133,52,0.13612565445026178,0.021712412945514133,6.269485330435642,XGBoost,tuned
1,0.96697026,54,0.02212208111429742,53,0.1387434554973822,0.02212208111429742,6.271718053131665,XGBoost,tuned
1,0.9669368,55,0.022531749283080705,54,0.14136125654450263,0.022531749283080705,6.273869585911471,XGBoost,tuned
1,0.96620595,56,0.02294141745186399,55,0.14397905759162305,0.02294141745186399,6.275944278234855,XGBoost,tuned
1,0.9648063,57,0.023351085620647277,56,0.14659685863874344,0.023351085620647277,6.277946174336363,XGBoost,tuned
1,0.96471614,58,0.02376075378943056,57,0.14921465968586387,0.02376075378943056,6.279879039537822,XGBoost,tuned
1,0.96404916,59,0.024170421958213846,58,0.1518324607329843,0.024170421958213846,6.281746383884994,XGBoost,tuned
1,0.9627503,60,0.024580090126997134,59,0.1544502617801047,0.024580090126997134,6.2835514834205926,XGBoost,tuned
1,0.9615053,61,0.02498975829578042,60,0.15706806282722513,0.02498975829578042,6.285297399364861,XGBoost,tuned
1,0.96014583,62,0.025399426464563703,61,0.15968586387434555,0.025399426464563703,6.2869869954399595,XGBoost,tuned
1,0.9601364,63,0.02580909463334699,62,0.16230366492146597,0.02580909463334699,6.28862295354442,XGBoost,tuned
1,0.9588326,64,0.026218762802130275,63,0.1649214659685864,0.026218762802130275,6.290207787958115,XGBoost,tuned
1,0.9585518,65,0.02662843097091356,64,0.16753926701570682,0.02662843097091356,6.291743858236005,XGBoost,tuned
0,0.95807874,66,0.027038099139696844,64,0.16753926701570682,0.027038099139696844,6.196414405838491,XGBoost,tuned
1,0.9580594,67,0.02744776730848013,65,0.17015706806282724,0.02744776730848013,6.199304524497929,XGBoost,tuned
1,0.95739186,68,0.027857435477263416,66,0.17277486910994763,0.027857435477263416,6.202109639667385,XGBoost,tuned
1,0.9565939,69,0.0282671036460467,67,0.17539267015706805,0.0282671036460467,6.2048334471507705,XGBoost,tuned
0,0.95591116,70,0.02867677181482999,67,0.17539267015706805,0.02867677181482999,6.11619296933433,XGBoost,tuned
1,0.9547211,71,0.029086439983613273,68,0.17801047120418848,0.029086439983613273,6.120050143794705,XGBoost,tuned
0,0.9537957,72,0.029496108152396557,68,0.17801047120418848,0.029496108152396557,6.035049447353113,XGBoost,tuned
1,0.95186865,73,0.029905776321179845,69,0.1806282722513089,0.029905776321179845,6.039912500896507,XGBoost,tuned
1,0.9499423,74,0.03031544448996313,70,0.18324607329842932,0.03031544448996313,6.044644120560351,XGBoost,tuned
1,0.9491597,75,0.030725112658746414,71,0.18586387434554974,0.030725112658746414,6.049249563699826,XGBoost,tuned
1,0.94804686,76,0.031134780827529702,72,0.18848167539267016,0.031134780827529702,6.053733810967208,XGBoost,tuned
1,0.946556,77,0.031544448996312986,73,0.19109947643979058,0.031544448996312986,6.058101584279595,XGBoost,tuned
0,0.94602716,78,0.031954117165096274,73,0.19109947643979058,0.031954117165096274,5.980433615250369,XGBoost,tuned
1,0.94558895,79,0.032363785333879555,74,0.193717277486911,0.032363785333879555,5.985618662601897,XGBoost,tuned
1,0.9447567,80,0.03277345350266284,75,0.19633507853403143,0.03277345350266284,5.990674083769634,XGBoost,tuned
1,0.9442475,81,0.03318312167144613,76,0.19895287958115182,0.03318312167144613,5.995604679723352,XGBoost,tuned
1,0.94286877,82,0.03359278984022941,77,0.20157068062827224,0.03359278984022941,6.0004150172391775,XGBoost,tuned
1,0.9419266,83,0.0340024580090127,78,0.20418848167539266,0.0340024580090127,6.005109443007632,XGBoost,tuned
1,0.94068694,84,0.03441212617779599,79,0.20680628272251309,0.03441212617779599,6.009692096733981,XGBoost,tuned
1,0.93987954,85,0.03482179434657927,80,0.2094240837696335,0.03482179434657927,6.014166923313828,XGBoost,tuned
0,0.9392317,86,0.035231462515362556,80,0.2094240837696335,0.035231462515362556,5.944234749786923,XGBoost,tuned
1,0.93859315,87,0.035641130684145844,81,0.21204188481675393,0.035641130684145844,5.949359090088463,XGBoost,tuned
1,0.93802685,88,0.036050798852929125,82,0.21465968586387435,0.036050798852929125,5.954366968110424,XGBoost,tuned
0,0.9379676,89,0.03646046702171241,82,0.21465968586387435,0.03646046702171241,5.887463968468734,XGBoost,tuned
1,0.9365668,90,0.0368701351904957,83,0.21727748691099477,0.0368701351904957,5.89304828388598,XGBoost,tuned
1,0.93515366,91,0.03727980335927898,84,0.2198952879581152,0.03727980335927898,5.898509867096255,XGBoost,tuned
0,0.9335816,92,0.03768947152806227,84,0.2198952879581152,0.03768947152806227,5.834395629410426,XGBoost,tuned
1,0.9314559,93,0.03809913969684556,85,0.22251308900523561,0.03809913969684556,5.8403704329223665,XGBoost,tuned
1,0.9314552,94,0.03850880786562884,86,0.225130890052356,0.03850880786562884,5.84621811295533,XGBoost,tuned
1,0.92866915,95,0.038918476034412126,87,0.22774869109947643,0.038918476034412126,5.851942683934968,XGBoost,tuned
1,0.9286002,96,0.039328144203195414,88,0.23036649214659685,0.039328144203195414,5.857547993019197,XGBoost,tuned
1,0.928309,97,0.039737812371978695,89,0.23298429319371727,0.039737812371978695,5.863037728720246,XGBoost,tuned
1,0.9282576,98,0.04014748054076198,90,0.2356020942408377,0.04014748054076198,5.868415428998825,XGBoost,tuned
0,0.92742485,99,0.04055714870954527,90,0.2356020942408377,0.04055714870954527,5.809138505473584,XGBoost,tuned
1,0.9273115,100,0.04096681687832855,91,0.23821989528795812,0.04096681687832855,5.814947643979058,XGBoost,tuned
0,0.9271518,101,0.04137648504711184,91,0.23821989528795812,0.04137648504711184,5.75737390492976,XGBoost,tuned
1,0.92404735,102,0.04178615321589513,92,0.24083769633507854,0.04178615321589513,5.763576634842418,XGBoost,tuned
1,0.9222862,103,0.04219582138467841,93,0.24345549738219896,0.04219582138467841,5.76965892339755,XGBoost,tuned
1,0.9219975,104,0.042605489553461696,94,0.24607329842931938,0.042605489553461696,5.7756242448650825,XGBoost,tuned
0,0.9218119,105,0.043015157722244984,94,0.24607329842931938,0.043015157722244984,5.720618299675891,XGBoost,tuned
1,0.921035,106,0.043424825891028265,95,0.2486910994764398,0.043424825891028265,5.726933715301788,XGBoost,tuned
1,0.91700745,107,0.04383449405981155,96,0.2513089005235602,0.04383449405981155,5.733131085775798,XGBoost,tuned
1,0.916526,108,0.04424416222859484,97,0.25392670157068065,0.04424416222859484,5.739213690129921,XGBoost,tuned
1,0.91583717,109,0.04465383039737812,98,0.25654450261780104,0.04465383039737812,5.7451846870647,XGBoost,tuned
0,0.9145345,110,0.04506349856616141,98,0.25654450261780104,0.04506349856616141,5.692955735364112,XGBoost,tuned
1,0.91426945,111,0.0454731667349447,99,0.2591623036649215,0.0454731667349447,5.6992358850997595,XGBoost,tuned
0,0.91350025,112,0.04588283490372798,99,0.2591623036649215,0.04588283490372798,5.648349850411369,XGBoost,tuned
1,0.9089876,113,0.04629250307251127,100,0.2617801047120419,0.04629250307251127,5.654913589399064,XGBoost,tuned
1,0.9078295,114,0.046702171241294554,101,0.2643979057591623,0.046702171241294554,5.661362175071185,XGBoost,tuned
0,0.9077857,115,0.047111839410077835,101,0.2643979057591623,0.047111839410077835,5.612132938766218,XGBoost,tuned
1,0.90530056,116,0.04752150757886112,102,0.2670157068062827,0.04752150757886112,5.618839140639104,XGBoost,tuned
1,0.9036059,117,0.04793117574764441,103,0.2696335078534031,0.04793117574764441,5.625430706582538,XGBoost,tuned
1,0.90182716,118,0.04834084391642769,104,0.27225130890052357,0.04834084391642769,5.631910551069305,XGBoost,tuned
0,0.9016785,119,0.04875051208521098,104,0.27225130890052357,0.04875051208521098,5.584583571648555,XGBoost,tuned
1,0.9014689,120,0.04916018025399427,105,0.27486910994764396,0.04916018025399427,5.591295811518324,XGBoost,tuned
1,0.9008404,121,0.04956984842277755,106,0.2774869109947644,0.04956984842277755,5.597897105274545,XGBoost,tuned
0,0.8991604,122,0.04997951659156084,106,0.2774869109947644,0.04997951659156084,5.552012702772294,XGBoost,tuned
1,0.8975465,123,0.050389184760344125,107,0.2801047120418848,0.050389184760344125,5.55882603328651,XGBoost,tuned
1,0.89655924,124,0.050798852929127405,108,0.28272251308900526,0.050798852929127405,5.56552947137308,XGBoost,tuned
1,0.8933359,125,0.05120852109791069,109,0.28534031413612565,0.05120852109791069,5.572125654450262,XGBoost,tuned
1,0.8926842,126,0.05161818926669398,110,0.2879581151832461,0.05161818926669398,5.578617136208759,XGBoost,tuned
0,0.89183384,127,0.05202785743547726,110,0.2879581151832461,0.05202785743547726,5.534691017026014,XGBoost,tuned
1,0.89066905,128,0.05243752560426055,111,0.2905759162303665,0.05243752560426055,5.541373527486911,XGBoost,tuned
0,0.89015895,129,0.05284719377304384,111,0.2905759162303665,0.05284719377304384,5.498417143552904,XGBoost,tuned
0,0.8900768,130,0.05325686194182712,111,0.2905759162303665,0.05325686194182712,5.456121627064036,XGBoost,tuned
1,0.88854665,131,0.05366653011061041,112,0.2931937172774869,0.05366653011061041,5.463250869269813,XGBoost,tuned
0,0.8859466,132,0.05407619827939369,112,0.2931937172774869,0.05407619827939369,5.421862605108679,XGBoost,tuned
1,0.8839269,133,0.054485866448176976,113,0.29581151832460734,0.054485866448176976,5.429142227295989,XGBoost,tuned
1,0.88387275,134,0.05489553461696026,114,0.29842931937172773,0.05489553461696026,5.436313198405876,XGBoost,tuned
1,0.88157386,135,0.055305202785743544,115,0.3010471204188482,0.055305202785743544,5.4433779329067296,XGBoost,tuned
0,0.88075036,136,0.05571487095452683,115,0.3010471204188482,0.05571487095452683,5.403353095164768,XGBoost,tuned
1,0.8802086,137,0.05612453912331012,116,0.3036649214659686,0.05612453912331012,5.410555279550579,XGBoost,tuned
1,0.88004893,138,0.0565342072920934,117,0.306282722513089,0.0565342072920934,5.417653084452539,XGBoost,tuned
1,0.87950563,139,0.05694387546087669,118,0.3089005235602094,0.05694387546087669,5.42464876266526,XGBoost,tuned
1,0.87910426,140,0.05735354362965998,119,0.31151832460732987,0.05735354362965998,5.431544502617801,XGBoost,tuned
1,0.877772,141,0.05776321179844326,120,0.31413612565445026,0.05776321179844326,5.438342430656122,XGBoost,tuned
1,0.8766361,142,0.058172879967226546,121,0.31675392670157065,0.058172879967226546,5.445044613229112,XGBoost,tuned
1,0.8757645,143,0.058582548136009834,122,0.3193717277486911,0.058582548136009834,5.4516530589829015,XGBoost,tuned
1,0.87573355,144,0.058992216304793114,123,0.3219895287958115,0.058992216304793114,5.458169720767888,XGBoost,tuned
1,0.87561446,145,0.0594018844735764,124,0.32460732984293195,0.0594018844735764,5.464596497562737,XGBoost,tuned
1,0.8753649,146,0.05981155264235969,125,0.32722513089005234,0.05981155264235969,5.4709352363193,XGBoost,tuned
0,0.87497735,147,0.06022122081114297,125,0.32722513089005234,0.06022122081114297,5.433717989813727,XGBoost,tuned
1,0.8747475,148,0.06063088897992626,126,0.3298429319371728,0.06063088897992626,5.440179708504316,XGBoost,tuned
1,0.871517,149,0.06104055714870955,127,0.3324607329842932,0.06104055714870955,5.446554692715837,XGBoost,tuned
1,0.87138003,150,0.06145022531749283,128,0.33507853403141363,0.06145022531749283,5.452844677137872,XGBoost,tuned
1,0.8690273,151,0.061859893486276116,129,0.337696335078534,0.061859893486276116,5.459051350507957,XGBoost,tuned
1,0.8684021,152,0.062269561655059404,130,0.3403141361256545,0.062269561655059404,5.465176357123175,XGBoost,tuned
0,0.86830235,153,0.06267922982384269,130,0.3403141361256545,0.06267922982384269,5.429456250213873,XGBoost,tuned
0,0.8675744,154,0.06308889799262597,130,0.3403141361256545,0.06308889799262597,5.3942000407969,XGBoost,tuned
1,0.86592126,155,0.06349856616140925,131,0.34293193717277487,0.06349856616140925,5.4006248944435065,XGBoost,tuned
1,0.8615556,156,0.06390823433019255,132,0.34554973821989526,0.06390823433019255,5.406967378171566,XGBoost,tuned
0,0.86144346,157,0.06431790249897583,132,0.34554973821989526,0.06431790249897583,5.372528095508053,XGBoost,tuned
1,0.8601855,158,0.06472757066775911,133,0.3481675392670157,0.06472757066775911,5.378968122473325,XGBoost,tuned
0,0.8601682,159,0.0651372388365424,133,0.3481675392670157,0.0651372388365424,5.345138134281669,XGBoost,tuned
1,0.8572113,160,0.06554690700532569,134,0.3507853403141361,0.06554690700532569,5.351668848167539,XGBoost,tuned
1,0.85620993,161,0.06595657517410897,135,0.35340314136125656,0.06595657517410897,5.35811843517284,XGBoost,tuned
1,0.8558995,162,0.06636624334289226,136,0.35602094240837695,0.06636624334289226,5.36448839764721,XGBoost,tuned
1,0.85577625,163,0.06677591151167554,137,0.3586387434554974,0.06677591151167554,5.370780201072817,XGBoost,tuned
1,0.855052,164,0.06718557968045882,138,0.3612565445026178,0.06718557968045882,5.376995275188354,XGBoost,tuned
1,0.8549956,165,0.06759524784924212,139,0.36387434554973824,0.06759524784924212,5.383135015072188,XGBoost,tuned
1,0.85477996,166,0.0680049160180254,140,0.36649214659685864,0.0680049160180254,5.389200782186337,XGBoost,tuned
0,0.8541863,167,0.06841458418680868,140,0.36649214659685864,0.06841458418680868,5.356930118819952,XGBoost,tuned
0,0.8532691,168,0.06882425235559197,140,0.36649214659685864,0.06882425235559197,5.3250436300174515,XGBoost,tuned
0,0.8487106,169,0.06923392052437526,140,0.36649214659685864,0.06923392052437526,5.293534496112024,XGBoost,tuned
0,0.84846795,170,0.06964358869315854,140,0.36649214659685864,0.06964358869315854,5.2623960578996,XGBoost,tuned
0,0.8478038,171,0.07005325686194183,140,0.36649214659685864,0.07005325686194183,5.23162181194697,XGBoost,tuned
1,0.8459848,172,0.07046292503072511,141,0.36910994764397903,0.07046292503072511,5.238356873249725,XGBoost,tuned
1,0.8459798,173,0.0708725931995084,142,0.3717277486910995,0.0708725931995084,5.245014072572103,XGBoost,tuned
1,0.8453682,174,0.07128226136829169,143,0.3743455497382199,0.07128226136829169,5.251594752362038,XGBoost,tuned
1,0.8442579,175,0.07169192953707497,144,0.3769633507853403,0.07169192953707497,5.258100224382947,XGBoost,tuned
0,0.8437808,176,0.07210159770585825,144,0.3769633507853403,0.07210159770585825,5.228224654926226,XGBoost,tuned
1,0.8431176,177,0.07251126587464155,145,0.3795811518324607,0.07251126587464155,5.234788653237494,XGBoost,tuned
0,0.8418816,178,0.07292093404342483,145,0.3795811518324607,0.07292093404342483,5.205379728219307,XGBoost,tuned
1,0.8356635,179,0.0733306022122081,146,0.38219895287958117,0.0733306022122081,5.211998011056188,XGBoost,tuned
0,0.8320826,180,0.0737402703809914,146,0.38219895287958117,0.0737402703809914,5.18304246655032,XGBoost,tuned
0,0.8319377,181,0.07414993854977468,146,0.38219895287958117,0.07414993854977468,5.154406872812473,XGBoost,tuned
1,0.8313887,182,0.07455960671855796,147,0.38481675392670156,0.07455960671855796,5.161196133709223,XGBoost,tuned
1,0.8309153,183,0.07496927488734126,148,0.387434554973822,0.07496927488734126,5.16791119503333,XGBoost,tuned
