Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6962181738562767,-0.6287929912970114,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-0.31023958317405365,2,-1.2397757402907557,-0.7940171892718674,-0.8963702408780065,-0.7653211228175031,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.673792537265417,-0.5954513704662855,-0.4501370719237804,1.268054061063869,-0.31896228875540733,-0.31023958317405365,2,-0.1369798135909032,-0.20923684923667896,-0.8963702408780065,-0.5163474760976794,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6962181738562767,-0.6287929912970114,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-0.31023958317405365,2,2.068612039808802,-0.7940171892718674,2.4338527460451913,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.673792537265417,-0.6274037570955574,0.6547477168259039,2.1345899576198506,-0.31896228875540733,-0.31023958317405365,2,0.9658161131089493,-0.20923684923667896,-0.4800923675126068,-0.01840018265803205,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.4943874445385388,-0.3018888183082534,-0.00818315642390665,0.1848841903688924,-0.31896228875540733,-0.31023958317405365,2,0.9658161131089493,0.37554349079850946,-0.8963702408780065,-0.01840018265803205,2,True,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.2925567152208009,-0.5484518408768577,-0.1012260790246077,-0.3662022244307427,-0.31896228875540733,-0.31023958317405365,2,-0.1369798135909032,-0.20923684923667896,-0.8963702408780065,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6962181738562767,-0.6287929912970114,3.9694020830749572,3.4343938024538225,-0.31896228875540733,1.6931858732488698,2,-0.1369798135909032,0.9603238308336979,-0.06381449414720712,-0.2673738293778557,2,False,False
-0.40202911196683494,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.7186438104471365,-0.6287929912970114,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-0.31023958317405365,2,-1.2397757402907557,-0.20923684923667896,-0.8963702408780065,0.2305734640617916,2,True,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.673792537265417,-0.609517366754248,-0.4501370719237804,1.268054061063869,-0.31896228875540733,3.696611329671793,2,-0.1369798135909032,-0.20923684923667896,-0.4800923675126068,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6513669006745572,-0.2443224260927032,-0.4501370719237804,-0.416876853720183,-0.31896228875540733,1.6931858732488698,2,-0.1369798135909032,0.9603238308336979,-0.8963702408780065,-0.5163474760976794,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6513669006745572,-0.4230126752323749,-0.4501370719237804,0.545940821155017,-0.31896228875540733,-0.31023958317405365,2,-1.2397757402907557,-0.7940171892718674,-0.06381449414720712,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.3598336249933802,-0.4163703992075037,-0.03580527614264878,-0.33864792102147884,-0.31896228875540733,1.6931858732488698,2,-1.2397757402907557,-0.7940171892718674,0.3524633792181926,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.5616643543111182,-0.48266291874984546,-0.4501370719237804,-0.2793314592160702,-0.31896228875540733,-0.31023958317405365,2,-1.2397757402907557,-0.7940171892718674,-0.8963702408780065,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.5840899909019779,-0.5777386343999623,-0.4501370719237804,0.545940821155017,-0.31896228875540733,-0.31023958317405365,2,-0.1369798135909032,1.5451041708688862,-0.8963702408780065,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.673792537265417,-0.5933675191643651,-0.4501370719237804,1.268054061063869,-0.31896228875540733,-0.31023958317405365,2,0.9658161131089493,-0.20923684923667896,-0.06381449414720712,-0.2673738293778557,2,False,False
-0.10175585380912001,-0.16140180635669346,-0.39882420493502,-0.24625722697292296,-0.20285416885736182,0.24032153800362074,-0.2659896144980649,-0.5448985637898,-0.31896228875540733,-0.31023958317405365,2,-1.2397757402907557,-0.7940171892718674,2.4338527460451913,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6962181738562767,-0.6287929912970114,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-0.31023958317405365,2,-1.2397757402907557,-0.7940171892718674,0.3524633792181926,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.4271105347659595,-0.454287810171331,-0.4501370719237804,-0.7316441550919656,-0.31896228875540733,-0.31023958317405365,2,-1.2397757402907557,-0.7940171892718674,-0.8963702408780065,-0.01840018265803205,2,True,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.673792537265417,-0.6121221808816484,-0.4501370719237804,1.268054061063869,-0.31896228875540733,-0.31023958317405365,2,-0.1369798135909032,-0.20923684923667896,-0.8963702408780065,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.2701310786299411,0.9242840187703784,-0.4501370719237804,-0.6816517061870889,-0.31896228875540733,-0.31023958317405365,2,-0.1369798135909032,0.9603238308336979,0.3524633792181926,-0.01840018265803205,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.5392387177202583,-0.5578552198767734,-0.4501370719237804,-0.7177573757647207,-0.31896228875540733,4.698324057883254,2,-0.1369798135909032,-0.20923684923667896,0.7687412525835923,-0.7653211228175031,2,True,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.673792537265417,-0.6287929912970114,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-0.31023958317405365,2,0.9658161131089493,0.37554349079850946,-0.8963702408780065,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6513669006745572,-0.5740918946216017,-0.4501370719237804,-0.17617244041723235,-0.31896228875540733,-0.31023958317405365,2,0.9658161131089493,-0.20923684923667896,-0.8963702408780065,0.2305734640617916,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.673792537265417,-0.62097854891481,-0.4501370719237804,1.268054061063869,-0.31896228875540733,3.696611329671793,2,-0.1369798135909032,0.9603238308336979,-0.8963702408780065,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6962181738562767,-0.6287929912970114,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-0.31023958317405365,2,-0.1369798135909032,-0.20923684923667896,0.3524633792181926,-0.7653211228175031,2,True,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6065156274928376,-0.5475227905221169,-0.4501370719237804,-0.031749783770102964,-0.31896228875540733,-0.31023958317405365,2,-1.2397757402907557,-0.7940171892718674,2.4338527460451913,-0.2673738293778557,2,False,False
0.4987906625063099,-0.09604401362788444,-0.39882420493502,-0.24625722697292296,-0.0010234395396238908,-0.03726864557509885,-0.3870007951241276,-0.6919675994016138,-0.31896228875540733,-0.31023958317405365,2,-0.1369798135909032,-0.20923684923667896,-0.8963702408780065,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6289412640836974,-0.5891998165605243,0.6547477168259039,1.268054061063869,-0.31896228875540733,-0.31023958317405365,2,-1.2397757402907557,-0.7940171892718674,-0.8963702408780065,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6289412640836974,-0.5959723332917656,-0.4501370719237804,0.1848841903688924,-0.31896228875540733,0.6914731450374081,2,-0.1369798135909032,2.1298845109040747,-0.8963702408780065,-0.2673738293778557,2,False,False
-0.40202911196683494,-0.42621355275790257,0.38514252420524725,-0.24625722697292296,0.2905098361415531,0.19576092073160486,0.5106323124799923,0.20267538547544187,2.5856661608870333,1.6931858732488698,2,0.9658161131089493,-0.20923684923667896,-0.8963702408780065,-0.7653211228175031,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.673792537265417,-0.6105592924052081,-0.4501370719237804,1.268054061063869,-0.31896228875540733,-0.31023958317405365,2,-1.2397757402907557,-0.7940171892718674,1.185019125948992,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6513669006745572,-0.5881578909095642,-0.4501370719237804,0.545940821155017,-0.31896228875540733,-0.31023958317405365,2,-1.2397757402907557,-0.20923684923667896,1.185019125948992,0.47954711078161527,2,True,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.5392387177202583,-0.5196512793589321,-0.4501370719237804,-0.35670074497859594,-0.31896228875540733,-0.31023958317405365,2,-0.1369798135909032,-0.20923684923667896,-0.8963702408780065,-0.7653211228175031,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.4943874445385388,-0.533109485666469,0.43377075907596707,0.8347861127858783,-0.31896228875540733,-0.31023958317405365,2,-1.2397757402907557,-0.7940171892718674,-0.06381449414720712,-0.7653211228175031,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.4046848981750997,-0.4305666362018362,-0.13445571002321224,-0.2793314592160702,-0.31896228875540733,-0.31023958317405365,2,-0.1369798135909032,-0.20923684923667896,-0.8963702408780065,-0.7653211228175031,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,0.4474892922775715,0.45806198212336907,-0.11017253003837588,-0.4573799980022596,-0.31896228875540733,-0.31023958317405365,2,-0.1369798135909032,-0.20923684923667896,1.6012969993143917,-0.7653211228175031,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.5392387177202583,-0.4266594150107355,0.1023053224510618,0.32028042420576447,-0.31896228875540733,-0.31023958317405365,2,0.9658161131089493,-0.20923684923667896,-0.8963702408780065,-0.01840018265803205,2,True,False
-0.10175585380912001,-0.35860204303844495,-0.39882420493502,-0.24625722697292296,-0.6065156274928376,-0.47354606930394383,-0.4501370719237804,-0.2793314592160702,-0.31896228875540733,3.696611329671793,2,-0.1369798135909032,-0.20923684923667896,2.0175748726797913,-0.01840018265803205,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.5616643543111182,-0.5959723332917656,0.18122567397505168,0.6490998399538548,-0.31896228875540733,2.6948986014603307,2,-0.1369798135909032,-0.20923684923667896,-0.8963702408780065,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.5168130811293986,-0.37768890941560684,-0.4501370719237804,-0.416876853720183,-0.31896228875540733,-0.31023958317405365,2,-0.1369798135909032,1.5451041708688862,-0.8963702408780065,0.47954711078161527,2,False,False
-0.40202911196683494,-0.40931067532803816,-0.39882420493502,-0.24625722697292296,0.31293547273241284,1.4990244155381929,-0.4501370719237804,-0.8594026548830036,-0.31896228875540733,-0.31023958317405365,2,-0.1369798135909032,-0.20923684923667896,2.0175748726797913,-0.01840018265803205,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6513669006745572,-0.6173318091364494,-0.4501370719237804,0.545940821155017,-0.31896228875540733,2.6948986014603307,2,-1.2397757402907557,-0.7940171892718674,-0.06381449414720712,-0.5163474760976794,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.38225926158423995,-0.46720768824323733,-0.4501370719237804,-0.753863023678955,-0.31896228875540733,-0.31023958317405365,2,-1.2397757402907557,-0.7940171892718674,0.3524633792181926,-0.01840018265803205,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.673792537265417,-0.6110802552306882,-0.4501370719237804,0.1848841903688924,-0.31896228875540733,1.6931858732488698,2,0.9658161131089493,-0.20923684923667896,-0.4800923675126068,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6289412640836974,-0.5829482626547633,-0.4501370719237804,0.1848841903688924,-0.31896228875540733,-0.31023958317405365,2,2.068612039808802,-0.7940171892718674,-0.8963702408780065,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.22527980544822157,-0.3046238731420239,-0.38317435812372963,-0.7669923639790203,-0.31896228875540733,0.6914731450374081,2,-0.1369798135909032,1.5451041708688862,-0.8963702408780065,-0.01840018265803205,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.4046848981750997,-0.5129308589102388,-0.07131943322355942,0.3396227402305465,-0.31896228875540733,-0.31023958317405365,2,-1.2397757402907557,-0.7940171892718674,-0.8963702408780065,-0.5163474760976794,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6513669006745572,-0.587115965258604,1.0230426537750306,1.990167300972721,-0.31896228875540733,0.6914731450374081,2,0.9658161131089493,-0.20923684923667896,-0.8963702408780065,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.47196180794767906,-0.21158859524240278,-0.4501370719237804,-0.8195096818524868,-0.31896228875540733,-0.31023958317405365,2,0.9658161131089493,-0.20923684923667896,-0.8963702408780065,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6962181738562767,-0.6287929912970114,3.9694020830749572,3.4343938024538225,-0.31896228875540733,2.6948986014603307,2,-0.1369798135909032,-0.20923684923667896,-0.06381449414720712,-0.5163474760976794,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6962181738562767,-0.6287929912970114,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-0.31023958317405365,2,-1.2397757402907557,-0.7940171892718674,-0.06381449414720712,-0.01840018265803205,2,True,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.4495361713568193,-0.49065101538984146,-0.20460712132359452,-0.33263030581464065,-0.31896228875540733,0.6914731450374081,2,0.9658161131089493,-0.20923684923667896,-0.8963702408780065,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.673792537265417,-0.6136850693580888,-0.4501370719237804,1.268054061063869,-0.31896228875540733,4.698324057883254,2,-0.1369798135909032,0.9603238308336979,0.3524633792181926,-0.5163474760976794,2,True,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6289412640836974,-0.5454389392201966,-0.4501370719237804,0.7264691257163806,-0.31896228875540733,-0.31023958317405365,2,2.068612039808802,-0.20923684923667896,-0.4800923675126068,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6289412640836974,-0.5581157012895135,0.6547477168259039,-0.35670074497859594,-0.31896228875540733,1.6931858732488698,2,0.9658161131089493,0.37554349079850946,-0.8963702408780065,-0.01840018265803205,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6962181738562767,-0.6287929912970114,3.9694020830749572,3.4343938024538225,-0.31896228875540733,0.6914731450374081,2,-0.1369798135909032,0.9603238308336979,-0.8963702408780065,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6962181738562767,-0.6287929912970114,3.9694020830749572,3.4343938024538225,-0.31896228875540733,2.6948986014603307,2,0.9658161131089493,-0.20923684923667896,-0.06381449414720712,-0.2673738293778557,2,False,False
0.4987906625063099,-0.14449892892682906,1.1691092533455145,0.602284968928192,0.08867910682381519,-0.10848571068828268,-0.4501370719237804,-0.5790437392282685,0.7236140324034651,0.6914731450374081,2,-0.1369798135909032,-0.20923684923667896,0.3524633792181926,-0.7653211228175031,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6289412640836974,-0.5746128574470818,-0.4501370719237804,0.1848841903688924,-0.31896228875540733,1.6931858732488698,2,-0.1369798135909032,2.1298845109040747,1.185019125948992,-0.2673738293778557,2,False,False
-0.10175585380912001,-0.3698706279916879,-0.39882420493502,-0.24625722697292296,-0.3598336249933802,-0.42994850969379783,-0.1901641778535375,0.1105489933945677,-0.31896228875540733,2.6948986014603307,2,-0.1369798135909032,0.9603238308336979,-0.4800923675126068,-0.7653211228175031,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.5840899909019779,-0.5407502737908758,-0.4501370719237804,-0.5372290495399596,-0.31896228875540733,1.6931858732488698,2,-1.2397757402907557,-0.7940171892718674,-0.06381449414720712,-0.2673738293778557,2,False,False
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.5392387177202583,-0.41999109084459035,0.6547477168259039,1.7193748332989767,-0.31896228875540733,-0.31023958317405365,2,-1.2397757402907557,-0.7940171892718674,-0.8963702408780065,-0.2673738293778557,2,False,False
2.9009767277680294,1.1142959154128278,-0.39882420493502,-0.24625722697292296,0.2232329263689738,0.1805661714814479,-0.25125780994883723,-0.47223885729826104,1.7347922674156198,-0.31023958317405365,2,-1.2397757402907557,-0.7940171892718674,-0.06381449414720712,-0.5163474760976794,2,False,False
