Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Admin_Duration_per_Page,Info_Duration_per_Page,Product_Duration_per_Page,Total_PageTypes,Total_Duration,Avg_Duration_per_Page,Product_minus_Admin,Exit_minus_Bounce,PageValues_x_ProductRelated,Exit_x_Bounce,Admin_x_Info,Duration_x_PageValues,IsSpecialDay,Administrative_yeojohnson,Administrative_Duration_yeojohnson,Informational_yeojohnson,Informational_Duration_yeojohnson,ProductRelated_yeojohnson,BounceRates_yeojohnson,ExitRates_yeojohnson,PageValues_yeojohnson,Browser_yeojohnson,TrafficType_yeojohnson,Total_PageTypes_yeojohnson,Total_Duration_yeojohnson,Exit_minus_Bounce_yeojohnson,PageValues_x_ProductRelated_yeojohnson,Exit_x_Bounce_yeojohnson,Admin_x_Info_yeojohnson,ProductRelated_bin_low,ProductRelated_bin_medium,PageValues_bin_low,PageValues_bin_zero,Total_Duration_bin_Q1,Total_Duration_bin_Q2,Total_Duration_bin_Q3,Total_Duration_bin_Q4,Revenue
1.6998836951371696,0.6871226406225001,0.3851425242052472,-0.2462572269729229,0.2232329263689738,-0.0805317137617621,-0.4501370719237804,-0.7998156822340877,1.6837956902377325,-0.3102395831740536,7,-0.1369798135909032,-0.2092368492366789,0.7687412525835923,-0.5163474760976794,2,0,0.2545008297431828,-0.1777847569254419,-0.0658351422903659,2.3082591457113906,0.360333699887815,0.1089194298321302,-1.4766507687681958,-0.3496786103103073,0.3758786393392351,0.360026689279573,0.6546974972004724,0.6067283309185195,0,0.7667816940430707,0.3552920338123115,0.2123042126452346,-0.5736492930909793,0.1856979579023498,-0.8567076810516464,-1.417496269897604,0.2536109625201552,-0.2445370890441463,-0.7838643150967812,1.2737952714872025,0.2978471436734668,-0.4502723147722394,0.3535441608719958,0.2710555437653777,0.5399464986280191,True,False,True,False,False,False,False,True,1
-0.7023023701245499,-0.4600193076176314,-0.39882420493502,-0.2462572269729229,-0.0458747127213434,-0.1592549851618543,-0.4501370719237804,-0.7394207731786202,1.5117668099789303,-0.3102395831740536,1,-0.1369798135909032,-0.2092368492366789,1.6012969993143915,-0.5163474760976794,0,0,-1.5452568695628948,-0.4096259846028987,-0.1669120264237825,-1.1470012877809137,-0.8655315197524086,5.887917941524241,0.6564276574032065,-0.2892837012548398,-0.0693518681094451,0.3328407017582419,0.2800951843889037,-1.3084818245523142,0,-1.1288902682310609,-0.8048751092653356,-0.8434409508983215,-0.5736492930909793,-0.0478157498492016,-0.8567076810516464,-1.2619580390301366,0.2519329105905646,-0.2445370890441463,-0.7838643150967812,-1.7183443548110038,-1.344280525299928,-0.3574579869397554,-0.0702242724276241,0.2553205771685878,0.2554628598937981,True,False,True,False,False,True,False,False,1
-0.7023023701245499,-0.4600193076176314,-0.39882420493502,-0.2462572269729229,-0.4271105347659595,-0.4093808146149471,-0.4501370719237804,-0.287266783352179,-0.3189622887554073,3.696611329671793,6,-1.2397757402907557,-0.7940171892718674,-0.8963702408780065,-0.5163474760976794,2,0,-1.5452568695628948,-0.4096259846028987,-0.7145895315908876,-1.5282371098255294,-1.1156573492055013,2.112038947006184,0.2751918353585904,0.1628702885716014,0.1362321537204963,0.1293094287191128,0.2800951843889037,0.3558526215693773,1,-1.1288902682310609,-0.8048751092653356,-0.8434409508983215,-0.5736492930909793,-0.6123861850847809,-0.8567076810516464,-0.3598548367359704,-0.6930923636361837,-1.3504288435915408,-0.7838643150967812,-2.534338766714018,-1.9210382204819745,0.1448035617464333,0.1330137221133197,0.1156112752888611,0.2554628598937981,True,False,True,False,False,True,False,False,0
-0.10175585380912,-0.2346476085527725,-0.39882420493502,-0.2462572269729229,-0.6065156274928376,-0.3378352532663797,-0.4501370719237804,-0.2793314592160702,-0.3189622887554073,-0.3102395831740536,5,-0.1369798135909032,-0.2092368492366789,1.6012969993143915,-0.5163474760976794,0,1,-0.2612292098399148,-0.4096259846028987,-0.8585734958514274,-1.1070956862369776,-0.818740088792075,7.644939936986773,-0.5047597736837176,0.1708056127077101,0.1934556127110375,0.1257374451477187,0.0405826974929064,0.2611472126169256,0,-0.1099040012928407,-0.3150413617751876,-0.8434409508983215,-0.5736492930909793,-0.9959506941543068,-0.8567076810516464,-0.347857120873291,-0.6930923636361837,-0.2445370890441463,-0.7838643150967812,-1.6398522881578053,-1.2460856987586426,0.1510513357401004,0.1871152568771744,0.1127466158570367,0.0399980117292011,True,False,True,False,False,True,False,False,0
-0.7023023701245499,-0.4600193076176314,-0.39882420493502,-0.2462572269729229,-0.3598336249933802,0.2043654902394387,-0.4501370719237804,-0.609440388695223,-0.3189622887554073,-0.3102395831740536,6,2.068612039808802,-0.2092368492366789,-0.4800923675126068,2.222362637820381,2,0,-1.5452568695628948,-0.4096259846028987,0.3192380890629024,-1.4609602000529502,-0.5019110443511156,1.0888381346013416,0.3424687451311697,-0.1593033167714426,0.1147733565990434,0.2743317120793582,0.2800951843889037,0.1600906954578485,0,-1.1288902682310609,-0.8048751092653356,-0.8434409508983215,-0.5736492930909793,-0.489231878954197,-0.8567076810516464,-0.9564558322042764,-0.6930923636361837,-0.2445370890441463,0.7689913444754853,-2.381686474220613,-0.6597317885940049,-0.1795304895605189,0.112468390288039,0.2193689581631483,0.2554628598937981,True,False,True,False,False,False,True,False,0
0.7990639206640248,-0.0109661972309001,-0.39882420493502,-0.2462572269729229,-0.1131516224939227,-0.0809745321634202,-0.25963968693325,-0.5322489594254654,0.1704310012343388,-0.3102395831740536,8,-0.1369798135909032,1.5451041708688862,-0.8963702408780065,2.222362637820381,2,0,-0.0060955017245037,-0.4096259846028987,-0.0913059483641726,0.287088093235082,-0.3381979563672432,-0.2627620892033787,-0.9122155431579476,-0.2726092724922153,-0.0192845443129291,0.1381929531957759,-0.3186860328510896,-0.0576394163190764,0,0.5024762116813505,-0.0111227114983985,-0.8434409508983215,-0.5736492930909793,-0.1251739618831151,-0.3796956652076853,-0.7932744136035982,0.1179829189364528,0.7292881342303468,0.7689913444754853,0.2557135036735335,-0.409155531013026,-0.3329849081445212,-0.0193526968775131,0.122663976270781,-0.3546032006762231,True,False,True,False,False,False,True,False,0
2.6007034696103144,8.783549708174649,-0.39882420493502,-0.2462572269729229,-0.3598336249933802,0.3349014085299253,-0.4501370719237804,-0.6028757077134916,0.2590368218425053,-0.3102395831740536,5,-1.2397757402907557,-0.7940171892718674,-0.4800923675126068,-0.2673738293778557,2,0,2.4393982404569536,-0.4096259846028987,0.5231474529202852,1.8420456396819145,8.872193889731651,3.1217633404101983,-2.960537094603694,-0.1527386357897112,-0.093210158610353,0.271376705804128,-1.0372234935390816,2.298224907966582,0,0.9217593271810748,0.6129077179291046,-0.8434409508983215,-0.5736492930909793,-0.489231878954197,-0.8567076810516464,-0.9420589190800288,0.1526576108534982,-1.3504288435915408,-0.3351750553468741,1.1031829953454555,1.8114595228239505,-0.1713120620173475,-0.0947785218654817,0.217472626732048,-1.3995532185941606,True,False,True,False,False,False,False,True,0
0.1985174043485949,-0.0002610415253194,-0.39882420493502,-0.2462572269729229,-0.5168130811293986,0.072527164364289,-0.4501370719237804,-0.5372290495399596,-0.3189622887554073,-0.3102395831740536,7,-0.1369798135909032,-0.2092368492366789,-0.4800923675126068,-0.2673738293778557,0,0,-0.000217803700115,-0.4096259846028987,0.1501016719033156,-0.7171198817158237,-0.1739911041339533,-0.6150701052774765,-0.7153304854779935,-0.0870919776161792,0.1648438832157669,0.2418267113123129,-0.0791735459550922,0.0554966007976461,0,0.1724272484564465,-0.0002611297120814,-0.8434409508983215,-0.5736492930909793,-0.7938465777548122,-0.8567076810516464,-0.803403136978879,-0.6930923636361837,-0.2445370890441463,-0.3351750553468741,-0.9427572610266426,-0.1925763026066453,-0.0930619027877277,0.1601867601791622,0.1980536588014629,-0.0814346306645166,True,False,True,False,False,False,True,False,0
1.6998836951371696,0.2483990662550984,-0.39882420493502,-0.2462572269729229,-0.5616643543111182,-0.5862476938810672,0.2864527798767772,-0.3747535689357131,-0.3189622887554073,-0.3102395831740536,9,-0.1369798135909032,-0.2092368492366789,-0.8963702408780065,-0.7653211228175031,2,0,0.0920036173048847,-0.4096259846028987,-1.337440154929059,0.7393951358910313,-0.5841058545988917,-0.3358097550960867,-2.261548049448288,-0.6612063488124903,0.1791497479634022,-0.1073492015903784,-0.6779547631950856,0.1863077402582956,0,0.7667816940430707,0.1869927744937274,-0.8434409508983215,-0.5736492930909793,-0.8922555407229197,0.1977433587455861,-0.5004061580920643,-0.6930923636361837,-0.2445370890441463,-1.3845341769552053,0.5697301260577278,-0.798857741509464,-1.03840206170584,0.173681066298754,-0.1182595485878057,-0.8363234295695962,True,False,True,False,False,False,True,False,0
0.1985174043485949,0.323147346632753,-0.39882420493502,-0.2462572269729229,-0.4943874445385388,-0.4844118654005699,-0.4501370719237804,-0.7316441550919656,-0.3189622887554073,-0.3102395831740536,5,0.9658161131089492,-0.2092368492366789,-0.8963702408780065,-0.5163474760976794,2,1,0.2696225732394654,-0.4096259846028987,-0.9580692966741264,-0.6946942451249639,-0.4075217457407398,-1.334798768885118,-0.6929048488871337,-0.2815070831681852,0.1576909508419493,0.3293401576632456,-0.0791735459550922,0.1299840687390655,0,0.1724272484564465,0.2260461413824215,-0.8434409508983215,-0.5736492930909793,-0.746585351287343,-0.8567076810516464,-1.2425667814011894,-0.6930923636361837,-0.2445370890441463,-0.7838643150967812,-0.9065621375961944,-0.5109861653106416,-0.3459828004940947,0.1534167485903901,0.2532515327408365,-0.0814346306645166,True,False,True,False,False,False,True,False,0
