Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
1.6998836951371696,0.6871226406225001,0.3851425242052472,-0.2462572269729229,0.2232329263689738,-0.0805317137617621,-0.4501370719237804,-0.7998156822340877,1.6837956902377325,-0.3102395831740536,7,-0.1369798135909032,-0.2092368492366789,0.7687412525835923,-0.5163474760976794,2,False,True
-0.7023023701245499,-0.4600193076176314,-0.39882420493502,-0.2462572269729229,-0.0458747127213434,-0.1592549851618543,-0.4501370719237804,-0.7394207731786202,1.5117668099789303,-0.3102395831740536,1,-0.1369798135909032,-0.2092368492366789,1.6012969993143915,-0.5163474760976794,0,False,True
-0.7023023701245499,-0.4600193076176314,-0.39882420493502,-0.2462572269729229,-0.4271105347659595,-0.4093808146149471,-0.4501370719237804,-0.287266783352179,-0.3189622887554073,3.696611329671793,6,-1.2397757402907557,-0.7940171892718674,-0.8963702408780065,-0.5163474760976794,2,False,False
-0.10175585380912,-0.2346476085527725,-0.39882420493502,-0.2462572269729229,-0.6065156274928376,-0.3378352532663797,-0.4501370719237804,-0.2793314592160702,-0.3189622887554073,-0.3102395831740536,5,-0.1369798135909032,-0.2092368492366789,1.6012969993143915,-0.5163474760976794,0,True,False
-0.7023023701245499,-0.4600193076176314,-0.39882420493502,-0.2462572269729229,-0.3598336249933802,0.2043654902394387,-0.4501370719237804,-0.609440388695223,-0.3189622887554073,-0.3102395831740536,6,2.068612039808802,-0.2092368492366789,-0.4800923675126068,2.222362637820381,2,False,False
0.7990639206640248,-0.0109661972309001,-0.39882420493502,-0.2462572269729229,-0.1131516224939227,-0.0809745321634202,-0.25963968693325,-0.5322489594254654,0.1704310012343388,-0.3102395831740536,8,-0.1369798135909032,1.5451041708688862,-0.8963702408780065,2.222362637820381,2,False,False
2.6007034696103144,8.783549708174649,-0.39882420493502,-0.2462572269729229,-0.3598336249933802,0.3349014085299253,-0.4501370719237804,-0.6028757077134916,0.2590368218425053,-0.3102395831740536,5,-1.2397757402907557,-0.7940171892718674,-0.4800923675126068,-0.2673738293778557,2,False,False
0.1985174043485949,-0.0002610415253194,-0.39882420493502,-0.2462572269729229,-0.5168130811293986,0.072527164364289,-0.4501370719237804,-0.5372290495399596,-0.3189622887554073,-0.3102395831740536,7,-0.1369798135909032,-0.2092368492366789,-0.4800923675126068,-0.2673738293778557,0,False,False
1.6998836951371696,0.2483990662550984,-0.39882420493502,-0.2462572269729229,-0.5616643543111182,-0.5862476938810672,0.2864527798767772,-0.3747535689357131,-0.3189622887554073,-0.3102395831740536,9,-0.1369798135909032,-0.2092368492366789,-0.8963702408780065,-0.7653211228175031,2,False,False
0.1985174043485949,0.323147346632753,-0.39882420493502,-0.2462572269729229,-0.4943874445385388,-0.4844118654005699,-0.4501370719237804,-0.7316441550919656,-0.3189622887554073,-0.3102395831740536,5,0.9658161131089492,-0.2092368492366789,-0.8963702408780065,-0.5163474760976794,2,True,False
